"","winter","sample","grid","ID","collar","food","date","time","dried","crushed","weight(mg)","sampleloc","comments"
"284",2019,2577,"JO",25279,"149.820(switch)",0,"17/Feb/19","0:24",1,1,NA,"",""
"285",2019,2591,"JO",25294,"170.218 (switch)",0,"11/Mar/19","0:30",1,1,NA,"",""
"286",2019,2449,"JO",25295,"on",0,"9/Feb/19","1:01",1,1,NA,"",""
"287",2019,2501,"JO",25295,"on",0,"8/Feb/19","0:26",1,1,NA,"",""
"288",2019,2590,"JO",25295,"on",0,"14/Feb/19","0:23",1,1,NA,"",""
"289",2019,2584,"JO",25297,"149.701(switch)",0,"9/Feb/19","0:38",1,1,NA,"",""
"290",2019,2513,"CB",25677,"on",1,"4/Feb/19","0:43",1,1,NA,"",""
"291",2019,2511,"CB",25677,"on",1,"7/Feb/19","1:04",1,1,NA,"",""
"292",2019,2589,"JO",25678,"149.814(switch)",0,"14/Feb/19","0:36",1,1,NA,"",""
"293",2019,2580,"Rolo",25682,"on",0,"16/Feb/19","0:19",1,1,NA,"",""
"294",2019,2612,"Rolo",25682,"on",0,"17/Feb/19","0:40",1,1,NA,"",""
"295",2019,2546,"Rolo",25686,"149.319(new)",0,"5/Feb/19","23:35",1,1,NA,"",""
"296",2019,2587,"JO",25687,"170.218(new)",0,"14/Feb/19","0:27",1,1,NA,"",""
"297",2019,2557,"JO",25695,"149.110(switch)",0,"8/Feb/19","0:53",1,1,NA,"",""
"298",2019,2537,"KL",25699,"on",1,"4/Feb/19","1:39",1,1,NA,"",""
"299",2019,2614,"KL",25699,"on",1,"16/Feb/19","0:40",1,1,NA,"",""
