Bunny ID,GRID,XYZ,Date XYZ On,XYZ Schedule,Time XYZ On,GPS ,Date GPS On,Time GPS On,GPS Schedule,GPS Delay,Frequency,Date on Bunny,Time on Bunny,Date Off Bunny,Time off Bunny,Date GPS OFF,Time GPS Off,GPS Dump?,Date XYZ Off,SigA Start,SigA End,SigB Start,SigB End,Time XYZ Off,XYZ Dump,Last Record Date,Notes
25253,Chad Bear,EF,20-Feb-19,1,17:43:56,NG,20-Feb-19,17:44:20,15,,149.861,22-Feb-19,21:05,15-Mar-19,9:01,already off,already off,,15-Mar-19,,,,,9:25,,15-Mar-19,"axy worked well, but GPS didn't "
25677,Chad Bear,BL,21-Feb-19,1,17:36:48,17,21-Feb-19,17:37:28,15,,149.701,25-Feb-19,by 21:30:00,28-Feb-19,by 13:10,28-Feb-19,14:30,,28-Feb-19,,,,,14:33,,28-Feb-19,axy worked well
25038,Rolo,BZ,21-Feb-19,1,17:37:05,55,21-Feb-19,17:37:42,15,,149.769,24-Feb-19,by 21:30:00,15-Mar-19,8:41,15-Mar-19,9:24,,15-Mar-19,,,,,9:25,,15-Mar-19,axy worked well
25687,Jo,BX,22-Feb-19,1,17:20:54,HA,22-Feb-19,17:21:24,15,,149.1,24-Feb-19,by 21:30:00,21-Mar-19,by 10:00,21-Mar-19,21:15,,21-Mar-19,,,,,already off,,4-Mar-19,axy worked only for 8-9 days 
25678,Jo,4,22-Feb-19,1,17:21:48,AR,22-Feb-19,17:22:11,15,,149.81,24-Feb-19,by 21:30:00,1-Mar-19,12:00,1-Mar-19,14:43,,1-Mar-19,,,,,14:53,,1-Mar-19,axy worked well
22837,Kloo,3,22-Feb-19,1,17:22:32,ME,22-Feb-19,17:22:55,15,,149.665,25-Feb-19,12:00,6-Apr-29,by 10:30,27-Mar-19,already off,,8-Apr-19,,,,,13:40,,8-Apr-19,axy worked well
25603,Jo,XM,22-Feb-19,1,17:23:12,MG,22-Feb-19,17:23:28,15,,149.158,24-Feb-19,by 21:30:00,1-Mar-19,12:30,1-Mar-19,14:52,,1-Mar-19,,,,,14:57,,1-Mar-19,axy worked well
24335,Kloo,5,25-Feb-19,1,0:03:10,AW,25-Feb-19,0:03:38,15,,149.01,25-Feb-19,by 21:30:00,6-Apr-19,10:41,6-Apr-19,14:35,,8-Apr-19,,,,,13:44,,8-Apr-19,axy worked well
Not Deployed,,NB,25-Feb-19,1,0:04:01,AM,25-Feb-19,0:04:23,15,,149.814,,,,,,,,,,,,,,,,
25699,Kloo,CG,25-Feb-19,1,0:04:43,NB,25-Feb-19,0:05:08,15,,149.82,25-Feb-19,by 21:30:00,2-Mar-19,17:00,2-Mar-19,20:19,,2-Mar-19,,,,,,,,axy data can’t be donloaded
24168,Sulphur,YE alb,28-Feb-19,1,20:24:05,AM,28-Feb-19,20:25:00,15,,149.34,28-Feb-19,23:48,21-Mar-19,by 13:00,21-Mar-19,20:50,,21-Mar-19,,,,,20:30,,21-Mar-19,axy worked well
25026,Sulphur,JJ,28-Feb-19,1,20:25:22,17,28-Feb-19,20:25:52,15,,149.814,28-Feb-19,23:20,2-Apr-19,9:00,25-Mar-19,already off,,2-Apr-19,,,,,by 17:00,,2-Apr-19,axy worked well
25236,Sulphur,BL,28-Feb-19,1,20:26:12,44,28-Feb-19,20:26:32,15,,149.924,28-Feb-19,23:28,2-Apr-19,9:00,22-Mar-19,already off,,2-Apr-19,,,,,by 17:00,,2-Apr-19,axy worked well
25604,Sulphur,NB,28-Feb-19,1,20:26:50,MT,28-Feb-19,20:28:43,15,,149.079,1-Mar-19,0:30,2-Apr-19,9:00,2-Apr-19,16:00,,,,,,,by 17:00,,,"axy data recorded at 100Hz,GPS data missing Mar02-09"
24306,Sulphur,4,1-Mar-19,1,16:12:16,MM,1-Mar-19,16:14:00,15,,149.81,1-Mar-19,22:33,2-Apr-19,9:00,2-Apr-19,16:05,,2-Apr-19,,,,,by 17:00,,2-Apr-19,axy worked well
30341,Sulphur,XM,1-Mar-19,1,16:12:59,10,1-Mar-19,16:14:39,15,,149.329,1-Mar-19,22:36,5-Mar-19,13:00,5-Mar-19,21:05,,5-Mar-19,,,,,21:09,,5-Mar-19,axy worked well
25226,Sulphur,EC,1-Mar-19,1,16:13:17,HD,1-Mar-19,16:15:09,15,,149.309,1-Mar-19,22:47,2-Apr-19,9:00,30-Mar-19,already off,,2-Apr-19,,,,,by 17:00,,2-Apr-19,axy worked well
25205,Sulphur,ZX,1-Mar-19,1,16:13:33,AI,1-Mar-19,16:17:49,15,,149.159,1-Mar-19,22:20,2-Apr-19,9:00,2-Apr-19,16:30,,2-Apr-19,,,,,by 17:00,,2-Apr-19,axy worked well
24375,Agnes,BU,7-Mar-19,1,16:23:48,10,7-Mar-19,16:26:39,15,,151.555,8-Mar-19,1:30,9-Apr-19,by 11:00,already off,already off,,9-Apr-19,,,,,17:41,,9-Apr-19,"GPS didn't work, axy worked well"
24599,Agnes,HJ alb,7-Mar-19,1,16:24:18,AR,7-Mar-19,16:27:04,15,,151.675,7-Mar-19,23:51,9-Apr-19,by 11:00,9-Apr-19,17:25,,9-Apr-19,,,,,17:54,,9-Apr-19,axy worked well
22113,Agnes,HE,7-Mar-19,1,16:24:35,TD,7-Mar-19,16:27:30,15,,151.515,8-Mar-19,0:27,20-Mar-19,13:00,20-Mar-19,16:27,,,,,,,already off,,NA,axy didn't work
25277,Agnes,2,7-Mar-19,1,16:24:57,NH,7-Mar-19,16:27:47,15,,151.615,8-Mar-19,0:46,9-Apr-19,by 11:00,already off,already off,,9-Apr-19,,,,,already off,,16-Mar-19,"GPS didn't work, axy worked for only 10 days"
25086,Agnes,XM,7-Mar-19,1,16:25:09,MG,7-Mar-19,16:28:17,15,,151.445,8-Mar-19,0:25,9-Apr-19,by 11:00,5-Apr-19,already off,,9-Apr-19,,,,,17:45,,9-Apr-19,axy worked well
25697,Agnes,HH alb,7-Mar-19,1,16:25:27,AF,7-Mar-19,19:52:43,15,,150.435,7-Mar-19,23:48,21-Mar-19,by 13:30,21-Mar-19,21:00,,21-Mar-19,,,,,20:30,,21-Mar-19,axy worked well
24956,Agnes,BA,7-Mar-19,1,16:25:47,AO,7-Mar-19,19:53:36,15,,151.635,8-Mar-19,0:10,9-Apr-19,by 11:00,6-Apr-19,already off,Y,9-Apr-19,,,,,17:50,,9-Apr-19,axy worked well
25029,Kloo,CD,9-Mar-19,1,21:05:00,AX,9-Mar-19,21:05:23,15,,149.329,10-Mar-19,23:24,6-Apr-19,9:47,6-Apr-19,15:00,,8-Apr-19,,,,,13:38,,,axy worked incorrectly…
24498,Kloo,XD,9-Mar-19,1,21:05:50,MD,9-Mar-19,21:06:08,15,,149.82,13-Mar-19,1:05,9-Apr-19,11:00,9-Apr-19,16:45,Y,9-Apr-19,,,,,17:35,,9-Apr-19,axy worked well
Not Deployed,,HD,9-Mar-19,1,21:06:30,IH,9-Mar-19,21:06:51,15,,149.32,,,,,,,,,,,,,,,,
24653,Kloo,HA Alb,9-Mar-19,1,21:07:28,NB,9-Mar-19,21:07:50,15,,149.46,10-Mar-19,23:40,6-Apr-19,by 10:30,6-Apr-19,15:20,,8-Apr-19,,,,,13:35,,8-Apr-19,axy wroked well
24547,Jo,HC Alb,9-Mar-19,1,21:08:26,8,9-Mar-19,21:08:51,15,,149.22,12-Mar-19,0:07,5-Apr-19,13:00,5-Apr-19,14:05,,5-Apr-19,,,,,13:04,,5-Apr-19,axy worked well
Not Deployed,,1,9-Mar-19,1,21:09:16,NF,9-Mar-19,21:09:35,15,,149.72,,,,,,,,,,,,,,,,
25253,Chad Bear,HD Alb,14-Mar-19,1,19:22:14,4,14-Mar-19,19:22:40,15,,149.72,15-Mar-19,9:01,31-Mar-19,9:30,31-Mar-19,13:00,,31-Mar-19,,,,,13:05,,31-Mar-19,axy worked well
25038,Rolo,EH,14-Mar-19,1,19:22:59,AC,14-Mar-19,19:23:17,15,,149.32,15-Mar-19,8:41,12-Apr-19,9:00,12-Apr-19,9:25,,12-Apr-19,,,,,9:38,,,axy data is too large
Not Deployed,,1,18-Mar-19,1,12:13:20,55,18-Mar-19,12:13:43,15,,149.77,,,,,,,,,,,,,,,,
22847,Kloo,EF,18-Mar-19,1,12:14:05,HB,18-Mar-19,12:14:25,15,,149.69,20-Mar-19,0:50,6-Apr-19,by 10:30,6-Apr-19,15:08,,8-Apr-19,,,,,13:32,,8-Apr-19,axy worked well
25695,Jo,SS,18-Mar-19,1,12:15:03,IH,18-Mar-19,12:15:21,15,,149.859,21-Mar-19,9:00,4-Apr-19,13:00,27-Mar-19,already off,,4-Apr-19,,,,,15:08,,4-Apr-19,axy worked well
25687,Jo,BZ,18-Mar-19,1,12:15:38,19,18-Mar-19,12:15:57,15,,149.589,21-Mar-19,9:06,9-Apr-19,by 14:00,,,,9-Apr-19,,,,,17:30,,9-Apr-19,"GPS doesn't turn on, axy worked well"
25017,Kloo,HF Alb,18-Mar-19,1,12:16:16,NF,18-Mar-19,12:16:35,15,,149.7,21-Mar-19,10:02,16-Apr-19,15:30,already off,already off,,16-Apr-19,,,,,21:53,,16-Apr-19,"GPS didn't work, axy worked well"
