"","Bunny.ID","GRID","XYZ","Date.XYZ.On","XYZ.Schedule","Time.XYZ.On","GPS","Date.GPS.On","Time.GPS.On","GPS.Schedule","GPS.Delay","Frequency","Date.on.Bunny","Time.on.Bunny","Date.Off.Bunny","Time.off.Bunny","Date.GPS.OFF","Time.GPS.Off","GPS.Dump.","Date.XYZ.Off","SigA.Start","SigA.End","SigB.Start","SigB.End","Time.XYZ.Off","XYZ.Dump","Last.Record.Date","Notes","DateFile","FileName"
"80","24547","Jo","SS Alb","08-Feb-19",1,"22:04:20","4","08-Feb-19","22:18:40",15,NA,149.57,"10-Feb-19","0:38","12-Mar-19","0:07","15-Feb-19","already off","","12-Mar-19",NA,NA,NA,NA,"1:36","","12-Mar-19","axy worked well, GPS didn't work well","Mar12_2019","Mar12_2019_SS Alb_24547_1.csv"
"81","24693","Jo","4","08-Feb-19",1,"22:05:03","MG","08-Feb-19","22:07:25",15,NA,149.665,"10-Feb-19","1:03","21-Feb-19","17:30","21-Feb-19","19:05","","21-Feb-19",NA,NA,NA,NA,"19:08","","21-Feb-19","axy worked well","Feb21_2019","Feb21_2019_4_24693_1.csv"
"82","24335","Kloo","XD","08-Feb-19",1,"22:05:25","AI","08-Feb-19","22:07:49",15,NA,151.555,"11-Feb-19","0:10","25-Feb-19","by 20:00","25-Feb-19","21:50","","25-Feb-19",NA,NA,NA,NA,"21:59","","25-Feb-19","axy worked ell","Feb25_2019","Feb25_2019_XD_24335_1.csv"
"83","24611","Kloo","CE alb","10-Feb-19",1,"21:27:16","21","10-Feb-19","21:27:38",15,NA,151.535,"11-Feb-19","0:15","19-Mar-19","18:15","19-Feb-19","already off","","19-Mar-19",NA,NA,NA,NA,"18:45","","19-Mar-19","axy worked well, GPS worked only 8-9 days","Mar19_2019","Mar19_2019_CE alb_24611_1.csv"
"84","25246","Jo","HJ alb","13-Feb-19",1,"19:13:08","AF","13-Feb-19","19:13:25",15,NA,149.72,"15-Feb-19","1:22","04-Mar-19","by 13:15","02-Mar-19","already off","","04-Mar-19",NA,NA,NA,NA,"16:48","","04-Mar-19","axy worked well","Mar04_2019","Mar04_2019_HJ alb_25246_1.csv"
"85","25678","Jo","HD","14-Feb-19",1,"19:06:11","TD","14-Feb-19","19:07:12",15,NA,149.814,"15-Feb-19","0:36","24-Feb-19","by 20:00","24-Feb-19","22:00","","24-Feb-19",NA,NA,NA,NA,"22:27","","24-Feb-19","Dennis GPS, axy orked ell","Feb24_2019","Feb24_2019_HD_25678_1.csv"
"86","24498","Kloo","EH","15-Feb-19",1,"19:03:15","AC","15-Feb-19","19:02:50",15,NA,149.589,"20-Feb-19","17:15","13-Mar-19","1:05","13-Mar-19","1:52","","13-Mar-19",NA,NA,NA,NA,"1:58","","13-Mar-19","axy worked well","Mar13_2019","Mar13_2019_EH_24498_1.csv"
"87","25029","Kloo","HF Alb","16-Feb-19",1,"20:49:29","19","16-Feb-19","20:50:56",15,NA,149.29,"17-Feb-19","0:58","10-Mar-19","23:24","10-Mar-19","1:15","","11-Mar-19",NA,NA,NA,NA,"0:27","","11-Mar-19","axy worked well","Mar11_2019","Mar11_2019_HF Alb_25029_1.csv"
"88","25279","Jo","CG","16-Feb-19",1,"20:50:10","MT","16-Feb-19","20:51:51",15,NA,149.82,"18-Feb-19","0:24","23-Feb-19","11:30","23-Feb-19","15:02","","23-Feb-19",NA,NA,NA,NA,"15:04","","23-Feb-19","axy worked well","Feb23_2019","Feb23_2019_CG_25279_1.csv"
"89","24523","Kloo","EA","19-Feb-19",1,"21:12:19","AZ","19-Feb-19","21:12:45",15,NA,149.829,"20-Feb-19","17:00","14-Apr-19","11:30","20-Mar-19","already off","","14-Apr-19",NA,NA,NA,NA,"by 13:00","","14-Apr-19","axy worked well","Apr14_2019","Apr14_2019_EA_24523_1.csv"
"90","25689","Rolo","JJ","19-Feb-19",1,"21:13:54","AX","19-Feb-19","21:14:11",15,NA,149.32,"21-Feb-19","18:40","24-Feb-19","by 16:30:00","24-Feb-19","21:25","","24-Feb-19",NA,NA,NA,NA,"21:30","","24-Feb-19","axy worked well","Feb24_2019","Feb24_2019_JJ_25689_1.csv"
"91","24404","Rolo","YE","20-Feb-19",1,"17:41:57","NH","20-Feb-19","17:42:15",15,NA,149.01,"22-Feb-19","21:10","24-Feb-19","by 16:30:00","24-Feb-19","21:25","","24-Feb-19",NA,NA,NA,NA,"21:28","","24-Feb-19","axy worked well","Feb24_2019","Feb24_2019_YE_24404_1.csv"
"92","24653","Kloo","ZI","20-Feb-19",1,"17:43:13","HB","20-Feb-19","17:43:35",15,NA,149.69,"22-Feb-19","20:55","10-Mar-19","23:40","10-Mar-19","1:15","","11-Mar-19",NA,NA,NA,NA,"0:34","","11-Mar-19","axy worked well","Mar11_2019","Mar11_2019_ZI_24653_1.csv"
"93","25253","Chad Bear","EF","20-Feb-19",1,"17:43:56","NG","20-Feb-19","17:44:20",15,NA,149.861,"22-Feb-19","21:05","15-Mar-19","9:01","already off","already off","","15-Mar-19",NA,NA,NA,NA,"9:25","","15-Mar-19","axy worked well, but GPS didn't ","Mar15_2019","Mar15_2019_EF_25253_1.csv"
"94","25677","Chad Bear","BL","21-Feb-19",1,"17:36:48","17","21-Feb-19","17:37:28",15,NA,149.701,"25-Feb-19","by 21:30:00","28-Feb-19","by 13:10","28-Feb-19","14:30","","28-Feb-19",NA,NA,NA,NA,"14:33","","28-Feb-19","axy worked well","Feb28_2019","Feb28_2019_BL_25677_1.csv"
"95","25038","Rolo","BZ","21-Feb-19",1,"17:37:05","55","21-Feb-19","17:37:42",15,NA,149.769,"24-Feb-19","by 21:30:00","15-Mar-19","8:41","15-Mar-19","9:24","","15-Mar-19",NA,NA,NA,NA,"9:25","","15-Mar-19","axy worked well","Mar15_2019","Mar15_2019_BZ_25038_1.csv"
"96","25687","Jo","BX","22-Feb-19",1,"17:20:54","HA","22-Feb-19","17:21:24",15,NA,149.1,"24-Feb-19","by 21:30:00","21-Mar-19","by 10:00","21-Mar-19","21:15","","21-Mar-19",NA,NA,NA,NA,"already off","","04-Mar-19","axy worked only for 8-9 days ","Mar21_2019","Mar21_2019_BX_25687_1.csv"
"97","25678","Jo","4","22-Feb-19",1,"17:21:48","AR","22-Feb-19","17:22:11",15,NA,149.81,"24-Feb-19","by 21:30:00","01-Mar-19","12:00","01-Mar-19","14:43","","01-Mar-19",NA,NA,NA,NA,"14:53","","01-Mar-19","axy worked well","Mar01_2019","Mar01_2019_4_25678_1.csv"
"98","22837","Kloo","3","22-Feb-19",1,"17:22:32","ME","22-Feb-19","17:22:55",15,NA,149.665,"25-Feb-19","12:00","06-Apr-29","by 10:30","27-Mar-19","already off","","08-Apr-19",NA,NA,NA,NA,"13:40","","08-Apr-19","axy worked well","Apr08_2019","Apr08_2019_3_22837_1.csv"
"99","25603","Jo","XM","22-Feb-19",1,"17:23:12","MG","22-Feb-19","17:23:28",15,NA,149.158,"24-Feb-19","by 21:30:00","01-Mar-19","12:30","01-Mar-19","14:52","","01-Mar-19",NA,NA,NA,NA,"14:57","","01-Mar-19","axy worked well","Mar01_2019","Mar01_2019_XM_25603_1.csv"
"100","24335","Kloo","5","25-Feb-19",1,"0:03:10","AW","25-Feb-19","0:03:38",15,NA,149.01,"25-Feb-19","by 21:30:00","06-Apr-19","10:41","06-Apr-19","14:35","","08-Apr-19",NA,NA,NA,NA,"13:44","","08-Apr-19","axy worked well","Apr08_2019","Apr08_2019_5_24335_1.csv"
"101","25699","Kloo","CG","25-Feb-19",1,"0:04:43","NB","25-Feb-19","0:05:08",15,NA,149.82,"25-Feb-19","by 21:30:00","02-Mar-19","17:00","02-Mar-19","20:19","","02-Mar-19",NA,NA,NA,NA,"","","","axy data can’t be donloaded","Mar02_2019","Mar02_2019_CG_25699_1.csv"
"102","24168","Sulphur","YE alb","28-Feb-19",1,"20:24:05","AM","28-Feb-19","20:25:00",15,NA,149.34,"28-Feb-19","23:48","21-Mar-19","by 13:00","21-Mar-19","20:50","","21-Mar-19",NA,NA,NA,NA,"20:30","","21-Mar-19","axy worked well","Mar21_2019","Mar21_2019_YE alb_24168_1.csv"
"103","25026","Sulphur","JJ","28-Feb-19",1,"20:25:22","17","28-Feb-19","20:25:52",15,NA,149.814,"28-Feb-19","23:20","02-Apr-19","9:00","25-Mar-19","already off","","02-Apr-19",NA,NA,NA,NA,"by 17:00","","02-Apr-19","axy worked well","Apr02_2019","Apr02_2019_JJ_25026_1.csv"
"104","25236","Sulphur","BL","28-Feb-19",1,"20:26:12","44","28-Feb-19","20:26:32",15,NA,149.924,"28-Feb-19","23:28","02-Apr-19","9:00","22-Mar-19","already off","","02-Apr-19",NA,NA,NA,NA,"by 17:00","","02-Apr-19","axy worked well","Apr02_2019","Apr02_2019_BL_25236_1.csv"
"105","24306","Sulphur","4","01-Mar-19",1,"16:12:16","MM","01-Mar-19","16:14:00",15,NA,149.81,"01-Mar-19","22:33","02-Apr-19","9:00","02-Apr-19","16:05","","02-Apr-19",NA,NA,NA,NA,"by 17:00","","02-Apr-19","axy worked well","Apr02_2019","Apr02_2019_4_24306_1.csv"
"106","30341","Sulphur","XM","01-Mar-19",1,"16:12:59","10","01-Mar-19","16:14:39",15,NA,149.329,"01-Mar-19","22:36","05-Mar-19","13:00","05-Mar-19","21:05","","05-Mar-19",NA,NA,NA,NA,"21:09","","05-Mar-19","axy worked well","Mar05_2019","Mar05_2019_XM_30341_1.csv"
"107","25226","Sulphur","EC","01-Mar-19",1,"16:13:17","HD","01-Mar-19","16:15:09",15,NA,149.309,"01-Mar-19","22:47","02-Apr-19","9:00","30-Mar-19","already off","","02-Apr-19",NA,NA,NA,NA,"by 17:00","","02-Apr-19","axy worked well","Apr02_2019","Apr02_2019_EC_25226_1.csv"
"108","25205","Sulphur","ZX","01-Mar-19",1,"16:13:33","AI","01-Mar-19","16:17:49",15,NA,149.159,"01-Mar-19","22:20","02-Apr-19","9:00","02-Apr-19","16:30","","02-Apr-19",NA,NA,NA,NA,"by 17:00","","02-Apr-19","axy worked well","Apr02_2019","Apr02_2019_ZX_25205_1.csv"
"109","24375","Agnes","BU","07-Mar-19",1,"16:23:48","10","07-Mar-19","16:26:39",15,NA,151.555,"08-Mar-19","1:30","09-Apr-19","by 11:00","already off","already off","","09-Apr-19",NA,NA,NA,NA,"17:41","","09-Apr-19","GPS didn't work, axy worked well","Apr09_2019","Apr09_2019_BU_24375_1.csv"
"110","24599","Agnes","HJ alb","07-Mar-19",1,"16:24:18","AR","07-Mar-19","16:27:04",15,NA,151.675,"07-Mar-19","23:51","09-Apr-19","by 11:00","09-Apr-19","17:25","","09-Apr-19",NA,NA,NA,NA,"17:54","","09-Apr-19","axy worked well","Apr09_2019","Apr09_2019_HJ alb_24599_1.csv"
"111","25277","Agnes","2","07-Mar-19",1,"16:24:57","NH","07-Mar-19","16:27:47",15,NA,151.615,"08-Mar-19","0:46","09-Apr-19","by 11:00","already off","already off","","09-Apr-19",NA,NA,NA,NA,"already off","","16-Mar-19","GPS didn't work, axy worked for only 10 days","Apr09_2019","Apr09_2019_2_25277_1.csv"
"112","25086","Agnes","XM","07-Mar-19",1,"16:25:09","MG","07-Mar-19","16:28:17",15,NA,151.445,"08-Mar-19","0:25","09-Apr-19","by 11:00","05-Apr-19","already off","","09-Apr-19",NA,NA,NA,NA,"17:45","","09-Apr-19","axy worked well","Apr09_2019","Apr09_2019_XM_25086_1.csv"
"113","25697","Agnes","HH alb","07-Mar-19",1,"16:25:27","AF","07-Mar-19","19:52:43",15,NA,150.435,"07-Mar-19","23:48","21-Mar-19","by 13:30","21-Mar-19","21:00","","21-Mar-19",NA,NA,NA,NA,"20:30","","21-Mar-19","axy worked well","Mar21_2019","Mar21_2019_HH alb_25697_1.csv"
"114","24956","Agnes","BA","07-Mar-19",1,"16:25:47","AO","07-Mar-19","19:53:36",15,NA,151.635,"08-Mar-19","0:10","09-Apr-19","by 11:00","06-Apr-19","already off","Y","09-Apr-19",NA,NA,NA,NA,"17:50","","09-Apr-19","axy worked well","Apr09_2019","Apr09_2019_BA_24956_1.csv"
"115","25029","Kloo","CD","09-Mar-19",1,"21:05:00","AX","09-Mar-19","21:05:23",15,NA,149.329,"10-Mar-19","23:24","06-Apr-19","9:47","06-Apr-19","15:00","","08-Apr-19",NA,NA,NA,NA,"13:38","","","axy worked incorrectly…","Apr08_2019","Apr08_2019_CD_25029_1.csv"
"116","24498","Kloo","XD","09-Mar-19",1,"21:05:50","MD","09-Mar-19","21:06:08",15,NA,149.82,"13-Mar-19","1:05","09-Apr-19","11:00","09-Apr-19","16:45","Y","09-Apr-19",NA,NA,NA,NA,"17:35","","09-Apr-19","axy worked well","Apr09_2019","Apr09_2019_XD_24498_1.csv"
"117","24653","Kloo","HA Alb","09-Mar-19",1,"21:07:28","NB","09-Mar-19","21:07:50",15,NA,149.46,"10-Mar-19","23:40","06-Apr-19","by 10:30","06-Apr-19","15:20","","08-Apr-19",NA,NA,NA,NA,"13:35","","08-Apr-19","axy wroked well","Apr08_2019","Apr08_2019_HA Alb_24653_1.csv"
"118","24547","Jo","HC Alb","09-Mar-19",1,"21:08:26","8","09-Mar-19","21:08:51",15,NA,149.22,"12-Mar-19","0:07","05-Apr-19","13:00","05-Apr-19","14:05","","05-Apr-19",NA,NA,NA,NA,"13:04","","05-Apr-19","axy worked well","Apr05_2019","Apr05_2019_HC Alb_24547_1.csv"
"119","25253","Chad Bear","HD Alb","14-Mar-19",1,"19:22:14","4","14-Mar-19","19:22:40",15,NA,149.72,"15-Mar-19","9:01","31-Mar-19","9:30","31-Mar-19","13:00","","31-Mar-19",NA,NA,NA,NA,"13:05","","31-Mar-19","axy worked well","Mar31_2019","Mar31_2019_HD Alb_25253_1.csv"
"120","25038","Rolo","EH","14-Mar-19",1,"19:22:59","AC","14-Mar-19","19:23:17",15,NA,149.32,"15-Mar-19","8:41","12-Apr-19","9:00","12-Apr-19","9:25","","12-Apr-19",NA,NA,NA,NA,"9:38","","","axy data is too large","Apr12_2019","Apr12_2019_EH_25038_1.csv"
"121","22847","Kloo","EF","18-Mar-19",1,"12:14:05","HB","18-Mar-19","12:14:25",15,NA,149.69,"20-Mar-19","0:50","06-Apr-19","by 10:30","06-Apr-19","15:08","","08-Apr-19",NA,NA,NA,NA,"13:32","","08-Apr-19","axy worked well","Apr08_2019","Apr08_2019_EF_22847_1.csv"
"122","25695","Jo","SS","18-Mar-19",1,"12:15:03","IH","18-Mar-19","12:15:21",15,NA,149.859,"21-Mar-19","9:00","04-Apr-19","13:00","27-Mar-19","already off","","04-Apr-19",NA,NA,NA,NA,"15:08","","04-Apr-19","axy worked well","Apr04_2019","Apr04_2019_SS_25695_1.csv"
"123","25687","Jo","BZ","18-Mar-19",1,"12:15:38","19","18-Mar-19","12:15:57",15,NA,149.589,"21-Mar-19","9:06","09-Apr-19","by 14:00","","","","09-Apr-19",NA,NA,NA,NA,"17:30","","09-Apr-19","GPS doesn't turn on, axy worked well","Apr09_2019","Apr09_2019_BZ_25687_1.csv"
"124","25017","Kloo","HF Alb","18-Mar-19",1,"12:16:16","NF","18-Mar-19","12:16:35",15,NA,149.7,"21-Mar-19","10:02","16-Apr-19","15:30","already off","already off","","16-Apr-19",NA,NA,NA,NA,"21:53","","16-Apr-19","GPS didn't work, axy worked well","Apr16_2019","Apr16_2019_HF Alb_25017_1.csv"
